id,extracted,not_ext_reason,transformed,not_trans_reason,loaded,not_loaded_reason
1118,True,,False,transformation error,False,
1119,True,,False,transformation error,False,
1121,True,,False,transformation error,False,
1122,True,,False,transformation error,False,
1123,True,,False,transformation error,False,
1124,True,,False,transformation error,False,
1125,True,,False,transformation error,False,
1126,True,,False,transformation error,False,
1127,True,,False,transformation error,False,
1128,True,,False,transformation error,False,
1131,True,,False,transformation error,False,
1132,True,,False,transformation error,False,
1133,True,,False,transformation error,False,
1134,True,,False,transformation error,False,
1135,True,,False,transformation error,False,
1136,True,,False,transformation error,False,
1138,True,,False,transformation error,False,
1139,True,,False,transformation error,False,
1140,True,,False,transformation error,False,
1141,True,,False,transformation error,False,
1142,True,,False,transformation error,False,
1143,True,,False,transformation error,False,
1144,True,,False,transformation error,False,
1145,True,,False,transformation error,False,
1146,True,,False,transformation error,False,
1147,True,,False,transformation error,False,
1148,True,,False,transformation error,False,
1149,True,,False,transformation error,False,
1151,True,,False,transformation error,False,
1152,True,,False,transformation error,False,
1153,True,,False,transformation error,False,
1154,True,,False,transformation error,False,
1155,True,,False,transformation error,False,
1156,True,,False,transformation error,False,
1157,True,,False,transformation error,False,
1158,True,,False,transformation error,False,
1159,True,,False,transformation error,False,
1160,True,,False,transformation error,False,
1161,True,,False,transformation error,False,
1162,True,,False,transformation error,False,
1163,True,,False,transformation error,False,
1164,True,,False,transformation error,False,
1165,True,,False,transformation error,False,
1167,True,,False,transformation error,False,
1168,True,,False,transformation error,False,
1169,True,,False,transformation error,False,
1170,True,,False,transformation error,False,
1171,True,,False,transformation error,False,
1172,True,,False,transformation error,False,
1173,True,,False,transformation error,False,
1174,True,,False,transformation error,False,
1175,True,,False,transformation error,False,
1176,True,,False,transformation error,False,
1177,True,,False,transformation error,False,
1178,True,,False,transformation error,False,
1179,True,,False,transformation error,False,
1180,True,,False,transformation error,False,
1181,True,,False,transformation error,False,
1182,True,,False,transformation error,False,
1183,True,,False,transformation error,False,
1184,True,,False,transformation error,False,
1185,True,,False,transformation error,False,
1186,True,,False,transformation error,False,
1187,True,,False,transformation error,False,
1188,True,,False,transformation error,False,
1189,True,,False,transformation error,False,
1190,True,,False,transformation error,False,
1191,True,,False,transformation error,False,
1192,True,,False,transformation error,False,
1193,True,,False,transformation error,False,
1194,True,,False,transformation error,False,
1195,True,,False,transformation error,False,
1196,True,,False,transformation error,False,
1197,True,,False,transformation error,False,
1198,True,,False,transformation error,False,
